"","USAF","WBAN","STNID","STN_NAME","CTRY","STATE","CALL","LAT","LON","ELEV_M","ELEV_M_SRTM_90m","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_CNT","DEWP","DEWP_CNT","SLP","SLP_CNT","STP","STP_CNT","VISIB","VISIB_CNT","WDSP","WDSP_CNT","MXSPD","GUST","MAX","MAX_FLAG","MIN","MIN_FLAG","PRCP","PRCP_FLAG","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"35","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-04,"2010","02","04",35,26.1,8,22.8,8,1011.2,8,NA,0,24.9,8,2,8,4,NA,30.2,NA,22.5,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.4,82.4
"36","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-05,"2010","02","05",36,26.1,8,22.1,8,1014.2,8,NA,0,24.3,8,1.7,8,4,NA,30.9,NA,22.5,"*",0,"I",NA,0,0,0,0,0,0,2.7,3.4,79.4
"37","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-06,"2010","02","06",37,25.6,7,21.8,7,1014.7,7,NA,0,24.9,7,2.3,7,3,NA,31.6,NA,21.7,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.3,78.8
"38","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-07,"2010","02","07",38,25.8,8,20.8,8,1015.3,8,NA,0,24.9,8,2.4,8,4,NA,31.9,NA,21.6,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.3,75.8
"39","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-08,"2010","02","08",39,25.8,8,21.4,8,1014.6,8,NA,0,24.9,8,1.2,8,3,NA,32,NA,21.8,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.3,75.8
"40","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-09,"2010","02","09",40,26.1,8,21.9,8,1014.4,8,NA,0,24.9,8,1.2,8,3,NA,32.1,NA,21.5,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.4,76.5
"41","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-10,"2010","02","10",41,26.4,8,22.1,8,1014.3,8,NA,0,24.9,8,1,8,2,NA,32,NA,21.9,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.4,79.4
"42","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-11,"2010","02","11",42,26.8,8,22.3,8,1014.9,8,NA,0,24.9,8,2,8,4,NA,32.2,NA,22.5,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.5,77.1
"43","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-12,"2010","02","12",43,26.1,7,20.4,7,1014,7,NA,0,24.9,7,3.3,7,6,NA,30.2,"*",21.5,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.4,70.6
"44","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-13,"2010","02","13",44,25.7,7,20.1,7,1013.1,7,NA,0,24.9,7,1.3,7,3,NA,31.8,NA,20.5,NA,0,"I",NA,0,0,0,0,0,0,2.4,3.3,72.7
"45","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-14,"2010","02","14",45,26.2,8,20.8,8,1013.4,8,NA,0,24.9,8,2.4,8,4,NA,32,NA,22.4,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.4,73.5
"46","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-15,"2010","02","15",46,25.4,8,21.2,8,1014.2,8,NA,0,24.9,8,1.7,8,4,NA,31,NA,21,"*",0,"I",NA,0,0,0,0,0,0,2.5,3.2,78.1
"47","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-16,"2010","02","16",47,26.3,7,19.9,7,1013.9,7,NA,0,24.9,7,1.6,7,3,NA,32,NA,21,NA,0,"I",NA,0,0,0,0,0,0,2.3,3.4,67.6
"48","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-17,"2010","02","17",48,26.1,8,21.7,8,1013.9,8,NA,0,24.9,8,1.4,8,2,NA,31,NA,21.8,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.4,76.5
"49","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-18,"2010","02","18",49,24.9,8,20.7,8,1013.7,8,NA,0,24.9,8,3.4,8,6,NA,30,NA,22.6,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.1,77.4
"50","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-19,"2010","02","19",50,25.3,7,20.6,7,1013.1,7,NA,0,24.9,7,3,7,6,NA,31.6,NA,21.5,"*",0,"I",NA,0,0,0,0,0,0,2.4,3.2,75
"51","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-20,"2010","02","20",51,24.1,8,20,8,1013.3,8,NA,0,24.3,8,3.1,8,6,NA,28.7,NA,21,"*",0,"I",NA,0,0,0,0,0,0,2.3,3,76.7
"52","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-21,"2010","02","21",52,25.2,8,20.7,8,1013,8,NA,0,24.9,8,1.5,8,4,NA,29.6,NA,20.2,NA,0,"I",NA,0,0,0,0,0,0,2.4,3.2,75
"53","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-22,"2010","02","22",53,25.9,7,22.3,7,1013.2,7,NA,0,24.9,7,1.6,7,4,NA,30,NA,22.2,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.3,81.8
"54","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-23,"2010","02","23",54,25.2,8,21,8,1011.4,8,NA,0,24.9,8,1.4,8,3,NA,29.8,NA,21,"*",0,"I",NA,0,0,0,0,0,0,2.5,3.2,78.1
"55","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-24,"2010","02","24",55,26.3,8,21.7,8,1011.4,8,NA,0,24.9,8,2,8,4,NA,31,NA,21,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.4,76.5
"56","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-25,"2010","02","25",56,26.6,8,22.3,8,1012.1,8,NA,0,24.9,8,1.5,8,4,NA,31.5,NA,23,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.5,77.1
"57","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-26,"2010","02","26",57,26.8,7,22.2,7,1011.7,7,NA,0,24.3,7,1.9,7,3,NA,30.2,"*",22.4,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.5,77.1
"58","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-27,"2010","02","27",58,26.4,8,22.9,8,1012.4,8,NA,0,23.8,8,1.6,8,4,NA,30.8,NA,22,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.4,82.4
"59","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-02-28,"2010","02","28",59,26.6,8,23.2,8,1013.1,8,NA,0,23.8,8,1.6,8,3,NA,30.2,NA,22,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.5,80
"60","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-01,"2010","03","01",60,26.9,8,21.4,8,1013.5,8,NA,0,24.9,8,1.1,8,3,NA,29.6,NA,23.1,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.5,71.4
"61","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-02,"2010","03","02",61,26.2,8,21.7,8,1013,8,NA,0,24.9,8,1.2,8,2,NA,30.5,NA,21.5,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.4,76.5
"62","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-03,"2010","03","03",62,26.4,8,22.2,8,1012.1,8,NA,0,24.9,8,1.4,8,3,NA,30.5,NA,22,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.4,79.4
"63","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-04,"2010","03","04",63,26.4,8,22.2,8,1012.5,8,NA,0,24.9,8,2,8,4,NA,30.8,NA,22,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.4,79.4
"64","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-05,"2010","03","05",64,26.8,8,21.4,8,1012.2,8,NA,0,24.9,8,2.4,8,5,NA,31.2,NA,21.6,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.5,71.4
"65","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-06,"2010","03","06",65,27.1,8,21.9,8,1013.6,8,NA,0,24.9,8,2,8,4,NA,31,NA,20.2,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.6,72.2
"66","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-07,"2010","03","07",66,27.6,8,22.2,8,1013.4,8,NA,0,24.9,8,2.1,8,4,NA,32.2,NA,22.3,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.7,73
"67","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-08,"2010","03","08",67,27.7,7,22.7,7,1013.2,7,NA,0,24.9,7,1.4,7,3,NA,31.5,NA,23.6,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.7,75.7
"68","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-09,"2010","03","09",68,27.3,8,22.1,8,1015.7,8,NA,0,24.9,8,2.5,8,5,NA,32.2,NA,24,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.6,75
"69","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-10,"2010","03","10",69,26.4,8,19.2,8,1015.3,8,NA,0,24.9,8,3.2,8,5,NA,29.8,NA,22.5,NA,0,"I",NA,0,0,0,0,0,0,2.2,3.4,64.7
"70","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-11,"2010","03","11",70,27.4,8,19.7,8,1015.8,8,NA,0,24.9,8,1.6,8,4,NA,31.5,NA,22.2,NA,0,"I",NA,0,0,0,0,0,0,2.3,3.6,63.9
"71","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-12,"2010","03","12",71,27.4,8,21.1,8,1015.4,8,NA,0,24.9,8,2,8,4,NA,31.2,NA,23,NA,0,"I",NA,0,0,0,0,0,0,2.5,3.6,69.4
"72","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-13,"2010","03","13",72,27.3,8,22.8,8,1014.7,8,NA,0,24.9,8,1.7,8,4,NA,31.3,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.6,77.8
"73","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-14,"2010","03","14",73,27.6,8,23,8,1013.1,8,NA,0,24.9,8,1.6,8,4,NA,32,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.7,75.7
"74","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-15,"2010","03","15",74,27.8,8,23.3,8,1013.2,8,NA,0,24.9,8,1.4,8,3,NA,31,NA,23,NA,0,"I",NA,0,0,0,0,0,0,2.9,3.7,78.4
"75","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-16,"2010","03","16",75,27.9,8,22.5,8,1013.9,8,NA,0,24.9,8,1,8,2,NA,31.6,NA,24,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.8,71.1
"76","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-17,"2010","03","17",76,27.7,7,20.5,7,1014.8,7,NA,0,24.9,7,1.3,7,2,NA,33.4,NA,22.5,NA,0,"I",NA,0,0,0,0,0,0,2.4,3.7,64.9
"77","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-18,"2010","03","18",77,27.4,8,22.6,8,1013.8,8,NA,0,24.9,8,2.1,8,5,NA,32,NA,23,NA,0,"I",NA,0,0,0,0,0,0,2.7,3.6,75
"78","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-19,"2010","03","19",78,27.2,8,22.8,8,1012.2,8,NA,0,24.9,8,1.7,8,4,NA,31.2,NA,22.8,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.6,77.8
"79","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-20,"2010","03","20",79,27.4,8,23.1,8,1011.9,8,NA,0,24.9,8,2.4,8,4,NA,31.5,NA,22.7,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.6,77.8
"80","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-21,"2010","03","21",80,28.1,8,23.4,8,1010.2,8,NA,0,24.9,8,2.3,8,4,NA,33.5,NA,23.3,NA,0,"I",NA,0,0,0,0,0,0,2.9,3.8,76.3
"81","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-22,"2010","03","22",81,28.7,8,23.8,8,1010.7,7,NA,0,24.9,8,1.2,8,3,NA,32.5,NA,23.2,NA,0,"I",NA,0,0,0,0,0,0,2.9,3.9,74.4
"82","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-23,"2010","03","23",82,27.6,8,23.5,8,1009.7,8,NA,0,24.9,8,1.1,8,3,NA,31.5,NA,23.4,NA,0,"I",NA,0,0,0,0,0,0,2.9,3.7,78.4
"83","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-24,"2010","03","24",83,27.8,8,23.1,8,1009.4,8,NA,0,24.9,8,1.5,8,3,NA,32,NA,23.5,NA,0,"I",NA,0,0,0,0,0,0,2.8,3.7,75.7
"84","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-25,"2010","03","25",84,27.4,8,21.7,8,1009.9,8,NA,0,24.9,8,4.4,8,6,NA,31.6,NA,23.8,NA,0,"I",NA,0,0,0,0,0,0,2.6,3.6,72.2
"85","982220","99999","982220-99999","VIGAN","RP",NA,"RPUQ",17.555,120.356,4.9,5,19490101,20180812,2010-03-26,"2010","03","26",85,27.7,8,19.1,8,1011,8,NA,0,24.9,8,4,8,6,NA,32.6,NA,22.6,NA,0,"I",NA,0,0,0,0,0,0,2.2,3.7,59.5
