Latitude,Longitude,Elevation,Distance,Direction,Koppen
60.45,4.43,23,25.7787531468389,55.7230366862759,Cfb
61.35,5.02,9,1.11194926644552,180,Cfb
60.18,5.13,50,4.48207776117311,172.904784466074,Cfb
60.23,5.2,36,1.56718882822873,224.812938354326,Cfb
61.02,5.23,38,5.20078610814848,211.238234612791,Cfb
61.5,6.07,60,12.0037018374237,248.343650121548,Cfc
61.27,5.54,12,12.2314419309007,0,Cfc
60.5,5.57,114,6.64059858815785,132.011576097753,Cfc
60.24,5.55,408,2.29140656887954,193.946702457013,Cfb
60.13,5.59,6,7.95934234335898,167.925971120668,Cfb
60.39,6.3,122,4.53438408025717,255.83958269342,Cfc
61.1,6.39,54,4.83646904282255,270.039395905606,Dfc
60.28,6.52,119,3.98653315096685,123.881375675541,ET
60.41,6.45,560,3.38077444686066,170.644531015596,Cfc
61.09,7.08,497,4.64117553562218,224.074839576717,Dfc
60.36,7.3,1224,17.8724205202787,330.64722907818,ET
61.04,7.31,36,10.4695244377574,50.3473961581126,Dfc
61.3,7.42,30,4.93466724979389,205.683205759694,Dfc
61.54,7.52,711,8.9586627284738,186.811438803905,ET
60.31,8.13,810,58.326289253614,291.666349997498,ET
58.16,7.2,340,10.7934942993529,258.18603821954,Cfb
60.59,9.14,365,106.348969902977,311.844117869113,Dfc
61,9.18,822,85.2400832752213,287.341754492683,Dfc
61.31,9.23,865,84.5214753119848,263.889023266758,Dfc
60.34,9.08,167,95.0964664264528,123.524531664061,Dfc
60.56,10.02,542,79.6347577099181,156.911500498472,Dfc
61.02,2.02,10,142.218837901264,88.8452307169896,Cfb
61.06,10.29,242,129.960687826007,172.851260237548,Dfc
61.53,10.09,739,133.949822897038,256.157516160446,Dfc
61.39,10.07,940,130.043073022908,262.700606724232,Dfc
61.24,11.09,255,150.222724537231,187.465992006516,Dfc
60.12,11.05,204,29.9215892376001,215.292609923375,Dfc
61.1,11.27,240,136.552019978165,192.500972732082,Dfc
60.37,12.01,188,87.611679176395,233.932426644585,Dfc
61.53,12.03,674,194.345586041435,201.726611024501,Dfc
56.32,3.13,46,286.497032123514,34.2623094466438,Cfb
59.18,4.53,56,23.0270850208024,54.4454400988695,Cfb
56.33,3.15,3,284.88403487631,34.1999895836609,Cfb
59.55,5.04,16,8.56231794241634,67.0102769049649,Cfb
59.21,5.13,24,4.38573637150287,139.496783716816,Cfb
58.39,5.33,26,27.2254141157767,52.0622621707674,Cfb
58.53,5.38,9,15.3164866104603,49.1175257668132,Cfb
59.29,5.45,65,1.24852181360279,27.0453734267043,Cfb
59.11,6.04,1,4.78012017517204,45.718810554728,Cfc
59.39,6.22,5,1.1119492664441,180,Cfc
58.33,6.21,200,2.0743650179144,302.427452345954,Cfc
58.07,6.34,14,14.4972529420224,76.5950862494636,Cfb
58.06,6.38,10,12.5716184667347,69.1954365678553,Cfb
58.53,6.51,500,25.65347909246,214.664481880519,Dfc
59.5,6.59,1082,10.5697621571008,294.958577844087,Dfc
59.49,7.13,1019,40.4353762473442,278.208826047369,ET
57.59,7.03,23,43.402467388114,2.33555597167577,Cfb
61.12,8.14,864,28.0366173675211,293.576231388443,ET
58.4,7.48,211,39.4012386571603,246.992175280227,Cfb
59.38,8.16,804,86.547088995049,110.472648028039,Dfc
58.04,8.03,8,2.30042669680962,345.183994202253,Cfb
59.5,8.11,977,94.5616447783309,117.423338127481,Dfc
58.12,8.05,17,2.30008993514898,14.7842638765632,Cfb
59.02,8.31,255,55.0501133517847,124.102732395062,Dfc
58.39,8.38,161,13.6867795417813,136.917526348349,Cfb
58.24,8.48,15,2.51300639170263,332.254533187179,Cfb
58.38,9.09,7,14.1965893304381,308.880652026691,Cfb
59.23,9.11,25,30.4389019985095,118.150618230165,Dfb
59.34,9.13,19,36.9846340431101,135.990035777332,Dfb
59.54,9.32,294,51.1011351107961,163.109698463418,Dfc
59.11,9.34,14,13.7477998534088,94.5362812286264,Dfb
58.52,9.36,12,18.7328025884043,306.522584602649,Cfb
59.4,9.39,169,35.0638128948579,161.975385372274,Dfb
59.02,10.32,8,4.59257820253303,345.583668495163,Cfb
59.12,10.16,88,4.08382920459993,122.96899361812,Cfb
59.19,10.27,15,5.19691371638769,50.0370338837314,Cfb
59.54,10.37,17,0.563687900835535,89.9956900836277,Dfb
59.59,10.41,529,1.24632536160889,153.144439059456,Dfb
59.23,10.47,53,1.24905323967552,207.101670162964,Cfb
59.48,11.28,135,33.8372369667394,189.692784068754,Cfb
59,11.32,157,10.4251477007295,309.848954278519,Cfb
59.58,12.13,153,69.8071888326365,230.830289826952,Dfc
67.44,17.28,523,53.618215036832,322.363101715248,ET
68.25,18.1,517,21.3164949811673,332.583222865155,ET
68.13,19.43,393,72.2159284790219,297.247915076489,ET
67.56,21.04,341,163.38734599329,307.281934474523,Dfc
67.49,20.2,452,142.219243568071,317.718438332654,Dfc
67.5,20.26,341,143.137653292643,316.718090225544,Dfc
67.09,20.5,310,159.280916587109,148.312276605162,Dfc
68.41,21.32,403,112.611729355282,332.116272840282,Dfc
67.46,22.21,317,174.39941281911,173.871740717648,Dfc
67.13,23.24,168,139.162058520655,190.908894481333,Dfc
65.49,15.06,475,91.7287555900936,322.554903302376,Dfc
65.04,14.48,593,77.5000707860408,292.600138696222,ET
66.34,16.21,500,90.7067662548888,339.037053673682,Dfc
66.57,17.45,337,105.112439313251,305.011347581349,Dfc
66.02,17.52,430,150.729263493485,323.752461081846,Dfc
65.01,17.41,281,172.724287508109,93.8855528032446,Dfc
59.25,17.53,17,10.7388497044542,136.397316617652,Cfb
66.38,19.39,264,133.244133102434,123.455511653761,Dfc
65.59,18.56,374,127.719573720862,101.339813596426,Dfc
65.52,20.08,182,58.1121807811814,109.608856435262,Dfc
66.23,21.38,263,59.7578928077,133.069456712165,Dfc
65.33,22.08,34,6.21696399847838,333.444168794011,Dfc
65.33,22.08,34,6.21696399847838,333.444168794011,Dfc
65.5,24.09,6,18.0798606864335,349.779490040421,Dfc
65.44,23.06,8,15.6911122034653,315.234176821727,Dfc
63.59,12.52,425,59.9157680530638,295.759522286162,Dfc
63.18,12.07,644,66.1928032471158,298.579031826304,Dfc
64.3,14.08,330,113.90014184708,280.039616468829,Dfc
63.11,14.3,370,163.382626029839,300.174443900549,Dfc
64.26,15.38,346,163.118696189448,312.039002559009,Dfc
63.52,15.35,373,133.636174898691,113.493877307768,Dfc
63.1,16.1,223,83.7435521273766,98.4365993205456,Dfc
64.27,17.05,353,139.680906397451,142.750282468745,Dfc
63.03,17.46,19,15.1866565056472,111.350125815156,Dfc
64.35,18.39,234,105.302133204075,153.409622851271,Dfc
63.24,18.58,103,6.40825958698479,110.252567040027,Dfc
63.11,19.01,13,10.1162045539168,289.338492177414,Dfc
63.48,20.17,14,17.2491536125671,334.55515460493,Dfc
63.36,20.46,6,30.6191049507639,77.1466180933266,Dfc
64.38,21.05,49,13.4676203267923,131.244600914074,Dfc
64.29,21.35,36,1.21203918621869,336.556308622199,Dfc
61.08,12.49,465,162.479349346628,216.912813137826,Dfc
62.48,13.04,583,153.507563451541,316.168468912377,Dfc
61.42,13.1,438,210.633625390278,84.6300677803108,Dfc
62.02,14.22,360,157.028928467435,106.897115579554,Dfc
61.39,15,455,110.680747874373,80.4290880422881,Dfc
61.23,15.5,163,87.034590883918,78.2507838863007,Dfc
62.31,16.11,105,65.5528748035438,74.7154867300631,Dfc
62.32,17.28,6,5.6221899014681,66.6549878512846,Dfc
62.32,17.27,10,6.09986145793055,68.5694506934626,Dfc
61.16,17.06,36,6.80783068686719,70.8808027592176,Dfb
60.21,12.39,310,97.5162456296795,247.178066798618,Dfc
59.4,12.35,78,70.376831482105,242.17552500156,Dfb
59.17,12.03,110,44.6086170249111,260.281852581664,Dfb
60.41,13.43,308,158.952223932181,248.526609553611,Dfc
60.09,13.48,190,152.376722892184,261.509151153522,Dfc
59.22,13.28,55,115.912520555729,264.257835044696,Dfb
59.06,14.22,105,131.92145665044,108.775898124015,Dfb
59.14,15.03,57,94.1297985603271,123.962259388732,Dfb
60.58,14.31,193,158.824998091669,74.1711878502229,Dfc
60.26,15.3,161,116.009730475339,64.223642522483,Dfc
60.36,16.57,79,51.900128418678,42.9619424823193,Dfb
60.1,16.19,70,87.1688617635499,43.9300049663117,Dfc
59.35,16.38,31,75.1548171454917,104.016671726943,Dfb
59.53,17.36,41,42.470395328317,156.270325023684,Dfb
59.39,17.57,61,23.903841416302,167.613983062446,Cfb
59.21,17.57,11,6.11505678149264,123.021119534197,Cfb
60.1,18.45,14,7.20580883359156,89.9436517053117,Dfb
58.47,16.55,43,1.25485294990558,207.614697864552,Cfb
59.27,19.3,12,9.68010734052675,290.226661105623,Cfb
58.06,11.21,14,11.7252756003885,40.5979231802945,Cfb
58.19,12.21,41,18.4656295673024,280.539428767611,Cfb
57.47,11.53,53,17.51586183934,45.6202043629005,Cfb
57.18,11.54,5,25.44111240263,301.784553501707,Cfb
58.26,12.42,74,30.7581922239523,261.906723752188,Cfb
57.56,13.04,190,59.580293027849,259.657468664731,Cfb
57.4,12.18,169,7.52327342843292,287.244214218864,Cfb
57.4,12.19,155,8.09736589969913,285.995597037962,Cfb
58.54,13.15,50,76.0700404289838,253.534883443398,Cfb
58.27,13.58,105,98.4537288905063,275.24876484879,Cfb
57.46,14.05,232,112.262588178563,236.966187876763,Cfb
57.39,14.42,305,123.308963197405,95.8726096591488,Cfb
57.18,14.08,172,93.9429317757995,232.525556257717,Cfb
58.24,15.31,117,73.6153467254844,70.0856256440612,Cfb
58.24,15.41,52,68.1400227731667,68.4976090390324,Cfb
58.04,15.14,200,77.0735531369602,101.109499919463,Cfb
57.31,15.5,112,57.9594009390635,95.1005174575113,Dfb
57.24,15.5,98,57.7897982586195,87.3909363788641,Dfb
58.35,16.15,8,23.777011941906,58.8921896146318,Cfb
57.43,16.28,35,19.5703209676698,137.522601227967,Cfb
58.45,17.52,32,28.0155186365617,352.893148464056,Cfb
58.24,19.12,12,12.5619554712799,27.6847927026636,Cfb
58.15,17.01,7,5.29003398899156,309.123465677275,Cfb
57.54,19.1,8,16.4171920486576,215.700129012364,Cfb
57.4,18.21,47,2.85965408868152,218.963903747647,Cfb
57.39,18.21,47,2.11405059316118,238.278366129209,Cfb
57.22,17.06,4,4.44779706578207,0,Cfb
56.41,12.5,30,7.46449448263468,81.3830621457803,Cfb
56.18,12.27,72,11.2060208102359,142.49849837911,Cfb
56.18,12.51,47,4.81939675325867,22.6344930532158,Cfb
55.23,12.49,5,5.55128024143603,306.964209586305,Cfb
56.22,13.57,85,46.5572539108819,275.793711544859,Cfb
56.05,13.14,52,25.510886964358,241.499237172832,Cfb
55.33,13.22,106,7.67044073471793,81.6153733006587,Cfb
56.52,14.48,166,50.3618994183765,138.42494812547,Cfb
56.56,14.44,186,55.3275759996774,139.549877398341,Cfb
56.01,14.51,55,3.30070098160351,289.70779637837,Cfb
55.55,14.05,23,15.1131827852124,196.996009325958,Cfb
56.16,15.17,74,5.99894970885241,68.2029268778363,Cfb
56.02,15.48,3,8.98183193161149,352.062225857973,Cfb
56.04,15.35,5,9.54589305637993,45.6149758173635,Cfb
56.41,16.18,17,5.04487526654482,282.766531958071,Cfb
56.44,16.18,16,5.39823739459925,245.704841999557,Cfb
56.55,18.09,39,45.2169344481598,16.3627481410306,Cfb
69.03,20.47,476,35.7337143568606,327.386974165623,ET
69.45,27.02,101,95.9016963972347,40.3290978819549,Dfc
68.37,27.25,148,169.10107780887,30.9436886212392,Dfc
67.58,23.41,253,189.684729863264,190.343356968861,Dfc
67.42,24.51,643,177.938663235166,178.973214401499,Dfc
67.22,26.39,179,175.095571626587,208.086183403577,Dfc
66.48,24,84,73.4382068183666,177.867389914113,Dfc
66.34,25.5,201,71.1585648797515,216.075073313449,Dfc
66.49,28.4,223,167.800639398918,62.9075660970559,Dfc
65.25,24.08,13,37.2805720955565,66.8500494613986,Dfc
65.47,24.35,15,23.6277712062675,26.494627596747,Dfc
65.22,27.01,117,74.0563957236839,253.210910092408,Dfc
65.58,29.11,263,174.19362537606,267.324690051051,Dfc
65.02,24.48,6,7.94143383647484,123.997502930671,Dfc
64.03,24.44,77,35.2408317421149,316.752874757435,Dfc
64.56,25.22,15,36.4546546911697,303.589858181552,Dfc
64.54,29.01,224,174.630506096465,289.376207958233,Dfc
64.17,27.41,136,126.513240063134,310.821429316604,Dfc
63.44,22.35,13,2.27876086850504,347.406501126189,Dfc
63.43,23.09,25,27.9978656634017,336.090191691597,Dfc
63.55,24.58,81,71.6666346650819,307.754665791738,Dfc
64.2,23.36,10,12.7823068781107,99.9023990907341,Dfc
63.26,21.04,8,5.36485722770681,33.970753433193,Dfb
63.03,21.46,4,1.11194926644552,180,Dfb
63.06,23.02,44,43.3130817003031,308.337258213563,Dfc
63.05,25.52,132,143.699635608666,314.457099135426,Dfc
63.01,27.48,102,223.277146420761,310.065889660779,Dfc
62.41,30.57,165,211.41026331768,209.407646740212,Dfc
62.53,21.06,13,1.11194926644552,0,Dfb
62.32,24.13,161,140.644165287879,266.66600228913,Dfc
62.42,22.5,92,60.0544829016264,248.74419291364,Dfc
62.4,29.38,117,188.474753387503,191.984445733073,Dfc
62.24,25.41,145,195.527213627584,171.463397727675,Dfc
61.51,22.28,136,26.547784468587,267.819210285677,Dfc
61.25,23.35,112,88.131278031828,289.073833440881,Dfc
61.51,24.48,145,137.126110046711,144.340591972546,Dfc
61.44,27.18,138,95.6276369143202,180,Dfc
62.1,27.52,87,162.924439451244,157.64753767297,Dfc
61.57,28.57,95,92.417963782959,176.965973138427,Dfc
61.28,21.48,17,2.46718628892876,334.35023086569,Dfb
61.05,28.09,106,46.2452791993085,137.942228985736,Dfc
61.08,21.22,10,8.88900773466327,104.418443771034,Dfb
60.49,23.3,103,17.9719669390242,227.21514896689,Dfb
60.58,25.38,84,27.0168758460431,145.279485834745,Dfc
60.54,26.56,100,7.05173703197858,230.938965977765,Dfb
60.07,19.54,6,11.5817100031012,73.1734617304865,Dfb
60.31,22.16,59,3.48708242287923,108.568942195226,Dfb
60.24,23.46,86,16.1839526769111,164.097773242783,Dfb
60.19,24.58,56,5.98391551875393,158.279937222618,Dfb
60.15,25.03,28,1.24210831738915,206.468767301589,Dfb
60.22,26.58,12,13.5243597795053,350.633818011713,Dfb
59.58,19.58,10,18.5470752397971,284.013351533819,Dfb
59.47,21.23,7,35.4871900551231,13.6839387382806,Dfb
59.46,22.57,11,41.4298986453378,345.14576674202,Dfb
59.56,24.01,21,20.6506117298059,165.709772932888,Dfb
59.59,25.36,19,8.55368689820995,66.9857934616492,Dfb
60.06,25.04,5,8.96440495469868,7.09501875226573,Dfb
60.18,20.45,5,0.552946614739649,89.9956620403937,Dfb
60.18,19.08,11,16.5883841946798,270.130138862102,Cfb
60.51,-0.53,53,15.2529605097173,229.08794384639,Cfc
60.45,-0.51,15,13.0523630205392,255.292440260947,Cfc
59.53,-1.18,5,24.8308118908514,272.75623170026,Cfc
60.32,-1.23,228,3.53832631187823,51.03748161007,Cfc
60.08,-1.11,84,6.4918734373313,290.080983794162,Cfc
60.27,-1.16,8,1.56623928978528,224.777957129351,Cfc
60.26,-1.18,22,0,0,Cfc
60.44,-0.49,285,13.89738196821,260.900517587583,Cfc
60.35,-1.16,22,1.56434083394749,224.707825348979,Cfc
59.32,-1.38,59,27.9758305993724,331.080610652948,Cfc
59.22,-2.25,11,14.8859479144078,306.787192471523,Cfc
59.05,-4.24,16,49.8668747454187,109.188812866915,Cfb
59.07,-5.49,98,58.0043043195206,149.396927966127,Cfb
60.09,-2.04,22,5.66909365424735,348.737069599939,Cfc
60.07,-2.04,13,7.86216993567042,351.904042690076,Cfc
58.57,-2.54,21,31.7026805633266,306.790331878459,Cfc
57.09,-7.19,6,2.1261396545996,301.545605670267,Cfb
57.28,-7.22,6,2.22389853289104,0,Cfb
56.58,-6.41,10,6.17906403079986,136.010180642863,Cfb
58.31,-6.16,23,3.53434107926255,340.715048592861,Cfb
58.13,-6.19,13,10.8165614038257,337.729095703934,Cfb
57.26,-6.46,92,6.55389849451227,132.704516538267,Cfb
57.43,-4.53,265,10.1910959876422,40.1560443737237,Cfc
57.52,-5.38,11,16.8621286942896,277.696752298602,Cfc
57.02,-7.27,3,4.23699771278124,270.029360123193,Cfb
56.5,-5.06,20,4.90980713020276,270.033355434534,Cfb
56.46,-6.03,45,4.3006115917335,270.029172511404,Cfb
56.49,-4.58,1130,32.3818950505623,280.103027146379,Cfb
58.17,-4.26,80,28.1518550814116,155.208361620092,Cfb
56.52,-4.42,237,41.759430113325,273.336303054396,Cfc
58.38,-5,112,7.33010821560216,307.399943996636,Cfb
58.36,-4.01,32,22.3256197733558,333.775051647737,Cfb
58.52,-3.23,20,7.86730326174648,73.5245831701874,Cfc
57.16,-4.29,21,37.8491325823237,2.71427871636229,Cfc
57.41,-4.1,3,12.3157575774419,324.39935513131,Cfc
57.32,-4.03,9,23.0238197355278,330.459731733078,Cfc
56.42,-4.01,145,37.4673302279089,161.669252112842,Cfb
57.49,-3.58,4,18.7431247298761,320.549151793932,Cfb
57.12,-3.5,220,58.0767084831697,343.31567985924,Cfb
57.07,-3.38,1245,65.6973103931001,338.742137179264,Cfc
57.39,-3.34,7,32.3100451712714,338.395269215324,Cfc
56.54,-3.38,560,17.791188263129,180,Cfc
57.43,-3.19,13,30.0758932695149,356.602228079738,Cfc
57.21,-3.21,215,53.7945662642661,338.598759656258,Cfc
57.2,-3.38,335,52.0385737108954,349.461839917972,Cfc
58.37,-3.33,10,8.79095094393337,152.272897160656,Cfc
58.27,-3.05,39,12.5750224408535,346.596965147886,Cfc
58.27,-3.06,39,12.1575127875175,286.010454719487,Cfc
58.19,-3.17,85,13.3171999627161,336.741574921593,Cfc
57.05,-2.5,140,28.3070499103682,154.535269309333,Cfb
57.04,-2.32,80,19.2451720386371,54.5963424932831,Cfb
56.51,-2.16,134,26.6769926096612,308.840742056147,Cfb
57.12,-2.13,65,4.77406933173087,62.2067408428334,Cfb
57.3,-1.46,5,25.3810702398019,301.868287902935,Cfb
57.42,-2.07,4,11.825923022065,138.727515928053,Cfb
56.3,-6.53,12,8.11122026034056,56.7002781410299,Cfb
55.4,-6.3,23,11.4034282550908,167.170997394798,Cfb
55.41,-6.15,18,12.3775798357332,188.825466425661,Cfb
55.26,-5.42,13,18.2824837164599,284.195355225447,Cfb
56.25,-5.28,4,13.6344868134918,274.769364390356,Cfb
55,-5.09,15,2.93340417393256,40.688189297233,Cfb
55.42,-5.18,8,8.77935312771189,300.488355186496,Cfb
54.51,-4.57,12,15.1473457299086,162.585823307623,Cfb
55.3,-4.35,20,28.0215952839892,322.637679575662,Cfb
55.31,-4.35,28,27.1461906581226,321.213304423547,Cfb
54.42,-4.25,40,12.2478231278578,223.475771387453,Cfb
55.58,-4.48,10,12.5187974203698,224.775713928931,Cfb
55.52,-4.26,8,22.7763869683464,264.545067530309,Cfb
56.19,-3.44,35,16.8595937123448,211.032781724045,Cfb
55.52,-3.52,275,52.9701215642795,14.9742426585899,Cfb
54.48,-4,114,27.2307395243624,94.513559298025,Cfb
55.03,-3.39,16,5.87969605440914,199.000781345216,Cfb
55.37,-3.45,237,43.3706701442674,180.843020661642,Cfb
56.27,-3.22,121,13.1885210339673,21.9289269355626,Cfb
55.42,-2.23,112,35.4134344787134,40.9465024064654,Cfb
55.57,-3.21,41,45.5942093160553,359.21818964669,Cfb
55.42,-3.13,195,49.1270136397276,174.783281410326,Cfb
55.19,-3.12,242,23.6611042218781,170.687931922499,Cfb
56.27,-3.01,4,10.0266174504912,183.53884470608,Cfb
55.03,-2.33,325,46.8833156587548,263.48857907077,Cfb
56.26,-2.52,5,6.17604484681269,270.041578331502,Cfb
56.23,-2.52,12,5.69569199163232,192.551696682729,Cfb
56.18,-2.35,6,11.7590013785486,270.078925094717,Cfb
55.22,-2.31,308,47.1618711664654,67.5541146210675,Cfb
55.55,-2.08,75,18.4545726719607,48.3965793269593,Cfb
54.05,-4.38,17,11.2856307728154,332.50014137556,Cfb
54.16,-4.28,615,9.38025028656105,283.771188269517,Cfb
54.25,-4.22,9,7.87383637252604,278.167186857403,Cfb
54.56,-3.09,7,31.0999948061922,310.209364795568,Cfb
54.31,-3.36,124,4.04843519470747,254.082523475371,Cfb
54.37,-3.09,81,17.2867698290853,164.736452920412,Cfb
54.19,-3.24,9,1.71171421567634,130.504208471766,Cfb
54.07,-3.15,15,3.39901651582361,11.0593082432533,Cfb
54.46,-3.19,61,19.9922205638682,228.224642710865,Cfb
54.56,-2.58,28,40.8749667551583,202.440796370797,Cfb
54.56,-2.57,26,41.1254516472314,203.279195892717,Cfb
55.03,-2.34,285,46.2501775984848,263.390797988422,Cfb
54.3,-2.41,249,28.0758927919677,251.694512916122,Cfb
54.34,-2.25,227,39.3356171973324,250.402310773589,Cfb
54.41,-2.27,847,41.461125838834,239.589018077268,Cfb
54.42,-2.27,847,42.034933449804,238.281806503099,Cfb
55.17,-2.17,207,41.8965422871581,62.938132485009,Cfb
54.49,-2.05,434,54.474985284115,79.0763703815471,Cfb
55.25,-1.36,23,11.8092870831605,228.825327208686,Cfb
55.18,-1.48,158,1.26984643167481,270.008209499454,Cfb
54.49,-1.43,244,16.8436362913028,53.4629184821844,Cfb
55.02,-1.42,81,0,0,Cfb
54.58,-1.37,50,9.66671249624769,89.9388805728659,Cfb
